Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
LinkedIn,Poll,Gaming,1515,89,466,9774,156,83617,2.48,19,Saturday,18.0,1118,Neutral,Mid-tier,False,False,Evening,1
YouTube,Community Post,Travel,11733,428,496,529089,108,220366,5.74,20,Saturday,18.0,823,Neutral,Macro,True,True,Evening,1
Twitter,Thread,Travel,4150,163,1785,36797,291,104085,5.86,21,Saturday,23.0,441,Positive,Macro,True,False,Night,1
Instagram,Carousel,Lifestyle,8504,74,150,40649,881,414573,2.11,4,Sunday,18.0,1307,Positive,Macro,True,False,Night,0
Instagram,Story,Lifestyle,7127,157,240,3761,672,409142,1.84,5,Sunday,8.0,78,Positive,Macro,True,False,Morning,0
TikTok,Stitch,Technology,9028,909,1948,348937,2220,225095,5.28,10,Sunday,1.0,340,Positive,Macro,True,False,Morning,1
Facebook,Live,Fashion,1005,77,666,35651,249,29194,5.99,14,Sunday,18.0,24,Neutral,Micro,True,False,Afternoon,1
Facebook,Story,Travel,1158,165,583,49729,565,491940,0.39,14,Sunday,10.0,1715,Positive,Macro,True,False,Afternoon,0
Facebook,Video,Fitness,5155,32,451,43780,392,165850,3.4,21,Sunday,10.0,248,Neutral,Macro,False,True,Night,1
LinkedIn,Article,Lifestyle,1466,115,427,18136,16,119528,1.68,0,Monday,23.0,315,Positive,Macro,True,False,Night,0
Facebook,Video,Fitness,890,209,152,51975,556,203580,0.61,1,Monday,19.0,583,Neutral,Macro,True,False,Night,0
Facebook,Live,Travel,3733,14,126,64776,258,261407,1.48,7,Monday,20.0,343,Neutral,Macro,True,False,Morning,0
Facebook,Live,Food,2117,155,110,73032,683,295435,0.81,8,Monday,16.0,150,Positive,Macro,True,True,Morning,0
Facebook,Live,Fashion,3331,25,992,40387,288,187937,2.31,10,Monday,10.0,202,Neutral,Macro,True,False,Morning,1
Twitter,Retweet,Technology,3341,194,794,13170,242,14739,29.37,16,Monday,23.0,1817,Negative,Micro,True,False,Afternoon,1
Instagram,Photo,Lifestyle,764,280,243,9731,418,290168,0.44,21,Monday,27.0,1190,Neutral,Macro,False,False,Night,0
YouTube,Video,Entertainment,4041,459,1924,968713,3013,113161,5.68,3,Tuesday,13.0,254,Neutral,Macro,True,False,Night,1
Facebook,Video,Sports,7832,218,294,58588,559,19483,42.83,9,Tuesday,20.0,399,Positive,Micro,True,True,Morning,1
Facebook,Video,Sports,7968,362,9,4637,371,126503,6.59,9,Tuesday,19.0,421,Neutral,Macro,True,True,Morning,1
Twitter,Retweet,Business,737,83,1608,16014,408,223046,1.09,14,Tuesday,26.0,1045,Negative,Macro,True,True,Afternoon,0
Instagram,Photo,Education,2110,194,265,36048,113,191055,1.34,15,Tuesday,3.0,1684,Positive,Macro,True,False,Afternoon,0
TikTok,Stitch,Education,16624,1341,4559,462199,2523,215182,10.47,16,Tuesday,3.0,93,Positive,Macro,True,False,Afternoon,1
Instagram,Reel,Education,6682,104,241,45940,721,192554,3.65,2,Wednesday,4.0,339,Positive,Macro,True,False,Night,1
Facebook,Live,Health,1374,284,142,54402,77,92131,1.95,2,Wednesday,26.0,299,Positive,Mid-tier,False,True,Night,0
LinkedIn,Post,Food,554,18,275,1433,293,369031,0.23,3,Wednesday,21.0,1517,Negative,Macro,True,False,Night,0
Facebook,Live,Entertainment,3035,342,865,33496,309,256476,1.65,11,Wednesday,1.0,268,Neutral,Macro,False,False,Morning,0
TikTok,Duet,Business,10637,1013,3618,238705,2672,131051,11.65,11,Wednesday,2.0,515,Neutral,Macro,True,True,Morning,1
TikTok,Stitch,Lifestyle,42598,1920,4069,282091,2692,65626,74.04,19,Wednesday,5.0,450,Positive,Mid-tier,True,False,Evening,1
Facebook,Live,Health,7520,86,974,69587,793,416380,2.06,1,Thursday,5.0,228,Positive,Macro,True,False,Night,0
TikTok,Video,Entertainment,22258,1277,3110,432047,1683,460438,5.79,4,Thursday,28.0,82,Neutral,Macro,True,False,Night,1
Instagram,Photo,Fitness,3241,65,27,15462,484,323955,1.03,7,Thursday,8.0,1071,Positive,Macro,True,False,Morning,0
YouTube,Video,Health,16123,504,1895,973512,3686,171649,10.79,7,Thursday,11.0,232,Neutral,Macro,True,False,Morning,1
Facebook,Video,Business,2803,34,190,28621,573,112738,2.68,10,Thursday,17.0,334,Negative,Macro,True,False,Morning,1
LinkedIn,Document,Fashion,203,140,28,13857,139,384971,0.1,10,Thursday,10.0,311,Positive,Macro,True,False,Morning,0
Facebook,Post,Fitness,6756,264,753,46674,470,222864,3.49,10,Thursday,26.0,760,Positive,Macro,True,False,Morning,1
TikTok,Duet,Entertainment,17038,1726,2454,325168,2873,313509,6.77,11,Thursday,23.0,32,Neutral,Macro,True,False,Morning,1
LinkedIn,Post,Technology,236,123,445,15384,100,14582,5.51,15,Thursday,6.0,1963,Neutral,Micro,True,False,Afternoon,1
Instagram,Reel,Food,2795,186,144,18329,727,445618,0.7,18,Thursday,8.0,95,Neutral,Macro,True,True,Evening,0
TikTok,Duet,Fitness,1097,829,2339,106511,648,162498,2.62,18,Thursday,24.0,595,Neutral,Macro,False,True,Evening,1
Instagram,Reel,Gaming,2309,207,215,29280,977,75950,3.6,23,Thursday,16.0,348,Positive,Mid-tier,True,False,Night,1
TikTok,Stitch,Technology,46732,212,3507,445959,191,174531,28.91,23,Thursday,11.0,303,Negative,Macro,False,False,Night,1
Instagram,Story,Food,5482,398,294,33955,897,206319,2.99,3,Friday,11.0,512,Positive,Macro,True,False,Night,1
TikTok,Duet,Health,20522,1060,4042,46104,2684,361187,7.09,4,Friday,5.0,590,Positive,Macro,False,False,Night,1
Twitter,Tweet,Lifestyle,1285,239,1159,10820,499,83046,3.23,8,Friday,29.0,692,Negative,Mid-tier,True,False,Morning,1
Instagram,Reel,Health,4810,354,188,14896,806,372402,1.44,11,Friday,9.0,307,Positive,Macro,True,False,Morning,0
Twitter,Poll,Health,2588,186,811,46702,114,122203,2.93,12,Friday,24.0,1981,Positive,Macro,True,False,Afternoon,1
Twitter,Retweet,Fitness,1040,78,1567,40767,159,201852,1.33,13,Friday,3.0,1220,Neutral,Macro,True,False,Afternoon,0
Instagram,Reel,Lifestyle,2579,193,240,46980,855,291190,1.03,15,Friday,13.0,195,Negative,Macro,True,False,Afternoon,0
TikTok,Stitch,Travel,6477,1721,2545,491974,2080,313820,3.42,19,Friday,20.0,162,Positive,Macro,True,False,Evening,1
Facebook,Video,Food,1411,359,882,28363,436,35000,7.58,20,Friday,1.0,351,Negative,Micro,True,False,Evening,1
Instagram,Story,Sports,208,448,126,38497,558,99566,0.79,5,Saturday,13.0,403,Neutral,Mid-tier,False,True,Morning,0
Twitter,Tweet,Sports,1598,169,196,82583,421,131512,1.49,5,Saturday,6.0,957,Positive,Macro,True,False,Morning,0
Instagram,Story,Business,4704,363,92,14825,62,271673,1.9,17,Saturday,18.0,403,Negative,Macro,True,True,Evening,0
Instagram,Carousel,Fitness,612,182,140,3499,848,388323,0.24,21,Saturday,3.0,53,Negative,Macro,True,False,Night,0
Instagram,Photo,Sports,9534,348,41,41185,423,220385,4.5,22,Saturday,19.0,1962,Neutral,Macro,True,False,Night,1
TikTok,Duet,Travel,23926,96,173,449912,364,82939,29.17,2,Sunday,15.0,243,Positive,Mid-tier,True,False,Night,1
Instagram,Reel,Education,8396,169,183,9954,658,201065,4.35,3,Sunday,21.0,218,Negative,Macro,True,True,Night,1
Instagram,Photo,Education,3237,408,203,5995,259,31337,12.28,7,Sunday,15.0,1653,Positive,Micro,True,False,Morning,1
Facebook,Post,Health,5547,197,855,10752,732,381924,1.73,9,Sunday,19.0,1850,Positive,Macro,True,True,Morning,0
Facebook,Story,Business,4403,208,594,61104,335,173132,3.01,13,Sunday,19.0,1017,Neutral,Macro,True,False,Afternoon,1
TikTok,Duet,Gaming,488,1886,3442,69333,2966,261921,2.22,18,Sunday,17.0,138,Positive,Macro,True,False,Evening,0
Facebook,Live,Entertainment,5846,82,17,20754,452,494565,1.2,2,Monday,5.0,395,Neutral,Macro,True,True,Night,0
LinkedIn,Document,Education,200,137,189,5739,246,433503,0.12,8,Monday,9.0,1450,Positive,Macro,True,False,Morning,0
Instagram,Photo,Gaming,2320,496,12,16560,521,55878,5.06,9,Monday,18.0,653,Positive,Mid-tier,True,False,Morning,1
YouTube,Video,Health,12839,581,1822,20192,3351,326880,4.66,0,Tuesday,22.0,573,Positive,Macro,True,False,Night,1
Twitter,Tweet,Technology,4739,52,998,65366,392,109773,5.27,0,Tuesday,1.0,1999,Neutral,Macro,False,False,Night,1
Instagram,Photo,Lifestyle,5381,12,123,6685,342,454105,1.21,2,Tuesday,0.0,1600,Neutral,Macro,True,False,Night,0
Instagram,Story,Technology,5875,196,68,44228,887,52584,11.67,5,Tuesday,13.0,661,Positive,Mid-tier,True,True,Morning,1
TikTok,Stitch,Entertainment,6690,1699,1037,425945,1130,469033,2.01,7,Tuesday,4.0,135,Positive,Macro,True,True,Morning,0
Facebook,Story,Food,2918,14,485,33344,327,37459,9.12,11,Tuesday,19.0,621,Neutral,Micro,True,True,Morning,1
YouTube,Video,Fitness,11107,342,796,345619,2059,210246,5.82,13,Tuesday,27.0,551,Positive,Macro,True,True,Afternoon,1
Instagram,Story,Education,774,308,201,40978,811,342753,0.37,15,Tuesday,14.0,1596,Neutral,Macro,True,True,Afternoon,0
Instagram,Photo,Technology,3228,431,290,33453,567,401572,0.98,16,Tuesday,3.0,1829,Positive,Macro,True,False,Afternoon,0
Instagram,Reel,Food,8685,424,206,30683,788,157724,5.91,16,Tuesday,21.0,131,Neutral,Macro,False,False,Afternoon,1
Facebook,Post,Fitness,1952,235,732,54544,213,449687,0.65,20,Tuesday,6.0,842,Positive,Macro,False,False,Evening,0
YouTube,Community Post,Gaming,9951,62,1000,181934,4324,214780,5.13,20,Tuesday,4.0,1530,Positive,Macro,True,False,Evening,1
TikTok,Video,Business,31408,776,1313,57018,1724,283466,11.82,23,Tuesday,28.0,79,Neutral,Macro,True,False,Night,1
Facebook,Video,Fashion,6935,297,202,4974,685,362090,2.05,2,Wednesday,10.0,336,Neutral,Macro,True,True,Night,0
Twitter,Tweet,Health,770,268,218,2617,132,317655,0.4,4,Wednesday,23.0,791,Neutral,Macro,True,False,Night,0
YouTube,Short,Fitness,2987,603,1055,902841,4420,153262,3.03,4,Wednesday,29.0,147,Positive,Macro,True,False,Night,1
Instagram,Story,Fitness,4468,336,244,49179,439,101970,4.95,5,Wednesday,6.0,885,Neutral,Macro,True,False,Morning,1
LinkedIn,Post,Gaming,1547,76,481,21981,204,287347,0.73,7,Wednesday,20.0,865,Negative,Macro,True,False,Morning,0
Facebook,Video,Lifestyle,5962,36,216,12166,725,202920,3.06,7,Wednesday,24.0,53,Positive,Macro,False,True,Morning,1
YouTube,Short,Technology,4786,566,349,529197,423,180049,3.17,7,Wednesday,9.0,563,Positive,Macro,True,False,Morning,1
Instagram,Photo,Fitness,5117,177,278,3288,415,470225,1.18,12,Wednesday,22.0,827,Negative,Macro,True,False,Afternoon,0
YouTube,Short,Education,11629,594,597,216611,1215,89089,14.39,19,Wednesday,0.0,555,Positive,Mid-tier,True,False,Evening,1
Instagram,Photo,Business,5093,120,156,42824,838,35651,15.06,20,Wednesday,2.0,1337,Neutral,Micro,True,True,Evening,1
Facebook,Live,Gaming,3856,108,587,59756,61,319525,1.42,21,Wednesday,18.0,78,Positive,Macro,True,False,Night,0
Twitter,Thread,Food,4703,85,1371,81541,290,242360,2.54,0,Thursday,27.0,1000,Neutral,Macro,True,True,Night,1
Facebook,Story,Fitness,7427,23,112,7819,248,73223,10.33,0,Thursday,27.0,1446,Neutral,Mid-tier,True,False,Night,1
Twitter,Tweet,Food,1056,147,482,61022,207,297751,0.57,2,Thursday,11.0,389,Neutral,Macro,True,False,Night,0
Twitter,Retweet,Food,4140,35,1168,91386,374,362061,1.48,3,Thursday,17.0,1518,Positive,Macro,True,False,Night,0
LinkedIn,Document,Fashion,1123,109,60,25554,110,454140,0.28,3,Thursday,5.0,180,Neutral,Macro,True,False,Night,0
Instagram,Reel,Fitness,3334,325,20,38374,128,260376,1.41,11,Thursday,7.0,280,Positive,Macro,True,False,Morning,0
LinkedIn,Document,Food,1606,105,338,28673,81,68792,2.98,12,Thursday,19.0,250,Positive,Mid-tier,True,False,Afternoon,1
TikTok,Duet,Health,20052,1170,2422,449015,2243,445662,5.31,16,Thursday,17.0,435,Positive,Macro,True,False,Afternoon,1
Instagram,Reel,Fashion,2459,207,5,13940,35,173630,1.54,1,Friday,12.0,373,Positive,Macro,True,False,Night,0
Facebook,Story,Sports,4819,342,495,5625,170,281835,2.01,4,Friday,26.0,1517,Positive,Macro,False,False,Night,0
Instagram,Story,Fashion,2076,325,208,35123,737,284847,0.92,7,Friday,10.0,1219,Neutral,Macro,True,False,Morning,0
YouTube,Live,Technology,9660,457,629,849928,1406,178753,6.01,8,Friday,23.0,572,Positive,Macro,True,False,Morning,1
Facebook,Video,Fitness,4043,34,181,11956,72,398368,1.07,12,Friday,24.0,183,Neutral,Macro,False,False,Afternoon,0
LinkedIn,Poll,Fashion,282,3,286,21001,170,364182,0.16,13,Friday,29.0,508,Positive,Macro,True,False,Afternoon,0
Instagram,Reel,Sports,3185,265,240,1920,346,456550,0.81,16,Friday,18.0,331,Neutral,Macro,True,False,Afternoon,0
TikTok,Video,Health,17540,222,2446,194441,958,196151,10.3,17,Friday,9.0,50,Positive,Macro,True,True,Evening,1
Facebook,Live,Business,5261,186,876,8998,570,330523,1.91,17,Friday,10.0,479,Neutral,Macro,True,False,Evening,0
Instagram,Story,Gaming,9771,18,51,30779,78,48397,20.33,18,Friday,6.0,1000,Positive,Micro,True,False,Evening,1
Instagram,Story,Entertainment,7227,475,45,43246,395,16479,47.01,22,Friday,7.0,595,Positive,Micro,True,False,Night,1
Twitter,Poll,Fashion,3053,72,1016,90606,204,417217,0.99,23,Friday,18.0,1937,Positive,Macro,True,False,Night,0
Instagram,Carousel,Food,4062,49,121,18559,574,60057,7.05,0,Saturday,0.0,968,Positive,Mid-tier,False,True,Night,1
Instagram,Reel,Entertainment,2972,133,219,43330,951,132555,2.51,15,Saturday,10.0,457,Negative,Macro,True,False,Afternoon,1
YouTube,Community Post,Sports,141,810,1921,609544,1600,468350,0.61,22,Saturday,23.0,1514,Negative,Macro,True,False,Night,0
LinkedIn,Document,Food,649,103,134,15998,250,85081,1.04,22,Saturday,27.0,1037,Neutral,Mid-tier,True,False,Night,0
LinkedIn,Article,Lifestyle,1326,97,225,2526,16,123411,1.34,4,Sunday,12.0,186,Positive,Macro,False,True,Night,0
YouTube,Live,Education,8711,763,858,132605,4582,498218,2.07,4,Sunday,29.0,68,Neutral,Macro,True,True,Night,0
Twitter,Tweet,Food,2024,50,1450,88342,76,71305,4.94,13,Sunday,2.0,458,Neutral,Mid-tier,True,False,Afternoon,1
TikTok,Video,Travel,35943,1666,2712,314046,1814,433699,9.3,14,Sunday,16.0,113,Neutral,Macro,True,True,Afternoon,1
Facebook,Video,Lifestyle,4130,359,347,1003,681,264710,1.83,16,Sunday,28.0,391,Neutral,Macro,False,False,Afternoon,0
Instagram,Reel,Travel,8352,491,90,22121,443,484126,1.85,0,Monday,13.0,586,Positive,Macro,True,False,Night,0
TikTok,Duet,Fashion,16427,730,3373,269952,1613,152067,13.5,1,Monday,8.0,237,Positive,Macro,False,False,Night,1
Instagram,Carousel,Food,401,417,152,11123,45,471522,0.21,1,Monday,3.0,264,Positive,Macro,True,False,Night,0
Twitter,Retweet,Sports,1370,155,623,51321,256,153334,1.4,2,Monday,16.0,997,Positive,Macro,True,False,Night,0
Twitter,Poll,Sports,4242,226,1045,42456,485,360646,1.53,5,Monday,28.0,624,Negative,Macro,True,False,Morning,0
LinkedIn,Document,Travel,158,124,300,527,153,264526,0.22,11,Monday,22.0,170,Positive,Macro,False,True,Morning,0
Instagram,Reel,Fitness,9248,53,256,6673,94,323968,2.95,11,Monday,23.0,212,Positive,Macro,True,False,Morning,1
Instagram,Reel,Fashion,1942,367,23,1473,962,399129,0.58,14,Monday,19.0,536,Neutral,Macro,True,True,Afternoon,0
Twitter,Thread,Fashion,1275,252,1113,7462,197,45072,5.86,15,Monday,21.0,418,Positive,Micro,True,False,Afternoon,1
Facebook,Video,Sports,2301,25,661,36339,560,426728,0.7,18,Monday,21.0,498,Positive,Macro,True,False,Evening,0
Instagram,Story,Sports,3675,173,250,1644,396,312419,1.31,8,Tuesday,6.0,203,Neutral,Macro,True,True,Morning,0
Twitter,Tweet,Travel,427,38,472,91053,208,149367,0.63,9,Tuesday,5.0,1053,Neutral,Macro,True,False,Morning,0
TikTok,Video,Fashion,31194,1253,3345,133721,237,275298,13.0,14,Tuesday,9.0,323,Positive,Macro,True,True,Afternoon,1
TikTok,Stitch,Lifestyle,14157,1519,4558,476963,2148,357489,5.66,22,Tuesday,5.0,319,Negative,Macro,True,False,Night,1
Instagram,Reel,Entertainment,500,267,206,35160,418,199235,0.49,3,Wednesday,6.0,428,Positive,Macro,True,False,Night,0
YouTube,Video,Business,19344,83,1021,789449,4243,395525,5.17,4,Wednesday,12.0,511,Neutral,Macro,True,False,Night,1
LinkedIn,Post,Lifestyle,523,149,199,28446,249,158954,0.55,4,Wednesday,12.0,382,Neutral,Macro,False,True,Night,0
LinkedIn,Document,Travel,206,122,414,14267,268,388891,0.19,9,Wednesday,26.0,1630,Positive,Macro,False,True,Morning,0
Facebook,Post,Education,6226,132,840,5088,598,315456,2.28,10,Wednesday,25.0,409,Positive,Macro,True,False,Morning,0
Facebook,Live,Fashion,3407,74,223,7662,180,424468,0.87,18,Wednesday,18.0,198,Positive,Macro,True,False,Evening,0
Instagram,Photo,Business,5322,57,150,41962,879,8652,63.9,20,Wednesday,24.0,1952,Positive,Nano,True,False,Evening,1
Instagram,Carousel,Technology,6393,376,69,21724,707,365636,1.87,23,Wednesday,7.0,1352,Negative,Macro,True,True,Night,0
Twitter,Tweet,Fashion,942,89,402,12106,287,346702,0.41,4,Thursday,27.0,1933,Positive,Macro,True,False,Night,0
Twitter,Poll,Fitness,4720,4,908,70050,6,145079,3.88,4,Thursday,26.0,818,Neutral,Macro,True,True,Night,1
Instagram,Carousel,Health,7784,23,268,22145,325,431738,1.87,6,Thursday,28.0,447,Positive,Macro,False,False,Morning,0
Facebook,Video,Sports,4895,18,610,26757,653,214589,2.57,8,Thursday,26.0,592,Positive,Macro,True,False,Morning,1
TikTok,Stitch,Lifestyle,8170,810,1180,124837,2243,22893,44.38,16,Thursday,17.0,382,Negative,Micro,True,False,Afternoon,1
LinkedIn,Article,Sports,18,141,83,7961,26,190184,0.13,16,Thursday,27.0,1767,Neutral,Macro,True,True,Afternoon,0
Instagram,Story,Fitness,2274,261,23,23425,505,195923,1.31,23,Thursday,23.0,904,Neutral,Macro,False,True,Night,0
YouTube,Video,Business,2778,468,654,812406,424,162364,2.4,1,Friday,3.0,457,Neutral,Macro,True,False,Night,1
Twitter,Poll,Gaming,4454,166,761,9627,454,338606,1.59,10,Friday,4.0,205,Positive,Macro,True,False,Morning,0
Facebook,Live,Entertainment,1263,349,105,28893,790,432926,0.4,10,Friday,10.0,134,Neutral,Macro,True,False,Morning,0
Twitter,Retweet,Education,721,294,1717,95147,165,310876,0.88,15,Friday,12.0,252,Neutral,Macro,True,False,Afternoon,0
TikTok,Duet,Travel,7270,112,1577,255714,2561,270746,3.31,16,Friday,22.0,139,Positive,Macro,True,False,Afternoon,1
Twitter,Thread,Health,2558,284,866,84796,304,463143,0.8,23,Friday,17.0,340,Neutral,Macro,False,False,Night,0
Twitter,Poll,Fitness,4925,31,1037,4034,174,274528,2.18,2,Saturday,7.0,1120,Positive,Macro,True,False,Night,0
TikTok,Duet,Sports,5480,994,4525,63770,1743,42793,25.7,3,Saturday,28.0,316,Positive,Micro,False,False,Night,1
TikTok,Duet,Education,24676,176,3274,485196,2995,109593,25.66,9,Saturday,16.0,142,Positive,Macro,True,False,Morning,1
Facebook,Story,Gaming,7272,216,370,20801,660,115598,6.8,11,Saturday,14.0,550,Positive,Macro,False,False,Morning,1
Facebook,Story,Sports,3895,174,16,21173,340,467422,0.87,17,Saturday,9.0,1007,Positive,Macro,True,False,Evening,0
Instagram,Carousel,Entertainment,4052,217,6,41578,865,179439,2.38,18,Saturday,3.0,1833,Positive,Macro,True,False,Evening,1
TikTok,Stitch,Lifestyle,10034,484,4036,81086,580,186045,7.82,5,Sunday,3.0,472,Neutral,Macro,True,True,Morning,1
Instagram,Story,Entertainment,3647,359,110,34197,410,489595,0.84,5,Sunday,25.0,439,Positive,Macro,False,False,Morning,0
TikTok,Stitch,Sports,20836,209,4725,112623,1445,213011,12.1,9,Sunday,1.0,128,Positive,Macro,True,False,Morning,1
YouTube,Community Post,Lifestyle,6705,835,1222,87120,2741,187704,4.67,13,Sunday,28.0,951,Neutral,Macro,True,False,Afternoon,1
Instagram,Photo,Fashion,6082,294,237,12054,48,439089,1.51,19,Sunday,19.0,1243,Neutral,Macro,True,False,Evening,0
Twitter,Tweet,Food,1466,28,946,65289,293,95247,2.56,19,Sunday,16.0,823,Positive,Mid-tier,True,False,Evening,1
Instagram,Story,Fashion,238,340,190,21330,590,168975,0.45,22,Sunday,0.0,762,Neutral,Macro,True,False,Night,0
Twitter,Poll,Sports,943,273,1518,1835,450,369081,0.74,6,Monday,10.0,1995,Positive,Macro,True,True,Morning,0
YouTube,Video,Lifestyle,7166,952,747,875819,2934,159814,5.55,10,Monday,4.0,162,Positive,Macro,False,True,Morning,1
Facebook,Video,Fashion,2351,179,268,58120,286,372943,0.75,10,Monday,16.0,61,Positive,Macro,True,False,Morning,0
YouTube,Live,Sports,8472,456,1375,254380,2324,454425,2.27,14,Monday,9.0,405,Positive,Macro,True,True,Afternoon,0
Instagram,Carousel,Lifestyle,1894,273,132,37612,457,440143,0.52,15,Monday,6.0,1293,Positive,Macro,True,False,Afternoon,0
Facebook,Live,Fashion,5559,259,914,64274,72,405761,1.66,15,Monday,20.0,218,Neutral,Macro,True,True,Afternoon,0
LinkedIn,Document,Fashion,1070,86,14,22186,149,380564,0.31,20,Monday,14.0,1144,Negative,Macro,True,False,Evening,0
Facebook,Video,Fitness,5426,373,317,40682,102,277192,2.21,0,Tuesday,20.0,132,Positive,Macro,True,False,Night,0
Facebook,Live,Fashion,7310,170,869,69660,448,342664,2.44,2,Tuesday,22.0,472,Positive,Macro,True,False,Night,1
Twitter,Retweet,Food,3695,151,1262,99200,341,393625,1.3,5,Tuesday,15.0,277,Neutral,Macro,True,False,Morning,0
TikTok,Video,Travel,45035,1438,2371,324367,2945,137345,35.56,6,Tuesday,20.0,221,Negative,Macro,True,False,Morning,1
Twitter,Tweet,Sports,3058,195,847,27065,345,238555,1.72,10,Tuesday,9.0,490,Positive,Macro,True,False,Morning,0
Twitter,Thread,Sports,2758,51,1841,97342,37,121618,3.82,10,Tuesday,9.0,139,Positive,Macro,False,False,Morning,1
TikTok,Duet,Entertainment,14830,1070,3342,48654,2360,403502,4.77,11,Tuesday,17.0,362,Negative,Macro,True,True,Morning,1
Twitter,Thread,Sports,1304,74,690,70863,274,363807,0.57,21,Tuesday,18.0,1903,Neutral,Macro,True,False,Night,0
Facebook,Post,Sports,1736,75,151,41075,324,107195,1.83,6,Wednesday,16.0,770,Positive,Macro,True,False,Morning,0
Twitter,Poll,Food,627,15,629,84220,412,275215,0.46,7,Wednesday,22.0,1105,Neutral,Macro,True,False,Morning,0
Facebook,Post,Gaming,7594,212,478,62904,691,339881,2.44,10,Wednesday,19.0,1839,Positive,Macro,True,False,Morning,1
